Zone,weekday,hour,rides,avg_trip_miles,avg_fare,avg_driver_pay
Allerton/Pelham Gardens,Monday,2,34,5.346823529411765,19.00264705882353,17.063823529411767
Allerton/Pelham Gardens,Monday,3,37,5.353810810810811,20.87189189189189,16.154864864864866
Allerton/Pelham Gardens,Monday,4,91,5.417098901098901,22.236923076923077,17.59835164835165
Allerton/Pelham Gardens,Monday,5,130,6.591092307692308,26.238153846153846,20.82423076923077
Allerton/Pelham Gardens,Monday,6,279,4.215107526881721,21.100501792114695,17.23405017921147
Allerton/Pelham Gardens,Monday,7,346,3.647936416184971,21.288410404624276,16.61014450867052
Allerton/Pelham Gardens,Monday,8,382,3.3149738219895286,16.871151832460733,14.654267015706807
Allerton/Pelham Gardens,Monday,9,336,3.816074404761905,16.20422619047619,14.531309523809522
Allerton/Pelham Gardens,Monday,10,282,3.8663297872340427,16.822659574468084,14.593333333333332
Allerton/Pelham Gardens,Monday,11,237,3.5078270042194095,15.65928270042194,13.655063291139241
Allerton/Pelham Gardens,Monday,12,259,3.370876447876448,14.845945945945946,13.161698841698842
Allerton/Pelham Gardens,Monday,13,278,3.63028417266187,15.950071942446042,14.337589928057554
Allerton/Pelham Gardens,Monday,14,384,3.2812005208333335,15.502421875000001,13.494661458333333
Allerton/Pelham Gardens,Monday,15,337,3.3477566765578635,16.156765578635014,14.23
Allerton/Pelham Gardens,Monday,16,332,3.527683734939759,15.961867469879518,14.345150602409639
Allerton/Pelham Gardens,Monday,17,360,3.447975,15.471305555555556,13.80375
Allerton/Pelham Gardens,Monday,18,284,3.3650211267605634,15.062218309859155,13.468239436619719
Allerton/Pelham Gardens,Monday,19,242,3.5448388429752065,15.02714876033058,13.72793388429752
Allerton/Pelham Gardens,Monday,20,221,3.430868778280543,15.340407239819005,13.138959276018099
Allerton/Pelham Gardens,Monday,21,207,3.9581062801932365,15.759951690821255,14.022898550724639
Allerton/Pelham Gardens,Monday,22,204,3.786862745098039,15.9625,13.963235294117647
