zone,total_trips,avg_fare,avg_fare_per_mile,avg_driver_pay,avg_take_rate_pct,avg_driver_share_pct,avg_tip_pct,avg_speed_mph
Mount Hope,75932,18.60505070326081,7.6270602720335985,14.647197624190065,21.91716498899266,78.08283501100733,1.2469104530875341,12.522828487688173
Murray Hill,157112,32.01185326391364,10.624394038581071,21.327212816334843,32.638981762399375,67.36101823760062,5.5594215985736835,12.4625111420825
Murray Hill-Queens,38071,19.843508182080846,6.9482839274129375,15.161744897691158,25.187839828903567,74.81216017109644,4.239145325917177,14.275947987870724
New Dorp/Midland Beach,12026,22.47040329286546,6.573639556201124,16.816828538167304,26.46332631399056,73.53667368600945,5.7870627717783005,15.145948622616624
Newark Airport,2,27.9,6.9795515104338195,19.095,39.13994389018417,60.860056109815815,0.0,25.756934772355244
North Corona,47029,18.12521465478747,7.4140104154377555,14.115853834867847,23.631137181098648,76.36886281890135,1.8635010102725642,12.819744021277264
Norwood,73580,20.9421333242729,6.769592526647099,16.518520793693938,21.445034646320558,78.55496535367944,2.1677775639916037,15.00465223710903
Oakland Gardens,14624,24.785250957330415,5.343567114634238,18.794511077680525,24.705064292721264,75.29493570727874,5.0334227463457735,19.649248648716434
Oakwood,6513,25.588467680024568,6.352725292776386,19.044213112237067,26.740984300757514,73.25901569924248,6.349537671280969,15.591191548971409
Ocean Hill,68563,19.731020667123666,7.779435960229402,15.536808336858071,21.802952371666944,78.19704762833305,2.0818104456898627,10.901033845559441
Ocean Parkway South,21297,19.5842705545382,8.603126238295188,14.718116636145934,25.47265430900993,74.52734569099006,3.0186017214113976,10.566004199504842
Old Astoria,64647,21.206990270236826,7.33734015298792,16.386977585966864,24.054615801301118,75.94538419869889,4.947552394583981,13.034682259315014
Outside of NYC,785,25.170815286624205,6.356564816867607,18.686777070063695,25.53581715153643,74.46418284846357,1.8184872730846575,18.064827996323814
Ozone Park,31494,17.998572426493936,7.071471784622594,13.790407379183337,25.53940417402124,74.46059582597876,2.5446896253115714,13.425681412012318
Park Slope,184252,24.37726477867269,8.177567699996525,17.999188882617283,26.036294183580324,73.96370581641968,7.494217826851677,11.458867397063297
Parkchester,43759,19.42948513448662,7.077005979140667,15.361049155602277,22.220274910678665,77.77972508932133,2.1298059174592794,13.799155034069207
Pelham Bay,23246,19.045645272304913,5.85460264366685,14.968822162952765,22.736291028215227,77.26370897178477,3.2516156183313325,18.084420173813243
Pelham Bay Park,2983,17.388712705330203,5.2810852140665325,13.447680187730473,23.39111853843201,76.60888146156799,2.959382796249539,19.170844930279735
Pelham Parkway,53376,20.267860648980818,6.487814347908424,15.96757924910072,21.752477030788707,78.24752296921129,2.5321371746880046,14.84379252583341
Penn Station/Madison Sq West,105372,36.090200812360024,11.176960389341051,23.838453479102608,33.54036030532539,66.4596396946746,5.912768234564487,12.214665817232161
Port Richmond,13667,19.07501060949733,6.342343862190049,14.552385307675424,24.799191078525304,75.2008089214747,3.366624565871371,16.173472706097563
Prospect Heights,69659,24.265049024533802,8.263414292680098,17.934133995607173,25.28701460830688,74.71298539169312,6.531317593371442,10.828432197943936
Prospect Park,8668,23.72022265805261,7.607666971073126,17.796010613751733,24.473029617937442,75.52697038206256,7.039730638186785,11.474811783348054
Prospect-Lefferts Gardens,126399,21.107706073624,8.07333347787922,16.429421751754365,22.93384827708984,77.06615172291015,3.28612324526022,10.490753949303285
Queens Village,53653,21.240452537602742,6.369103485702426,16.347501351275792,24.62862772627536,75.37137227372465,2.335238684600176,16.419466944600487
Queensboro Hill,22950,21.26186623093682,5.661587765749887,16.472986492374726,22.767613091429965,77.23238690857004,3.5522487718151514,16.852453022431842
Queensbridge/Ravenswood,27239,21.828559418480854,7.309749231720259,16.797127647857852,24.058040376166794,75.9419596238332,3.9699160025186666,12.421268776363107
Randalls Island,928,39.129612068965514,6.037459786760445,31.693620689655173,20.561995957315283,79.43800404268471,5.129999189466244,18.331325232854407
Red Hook,31422,29.154786455349754,6.883621663321728,21.455773343517283,25.762730095812106,74.2372699041879,5.469944308610332,14.340494260563476
Rego Park,46751,20.260434215310905,7.024001723317009,15.62065987893307,23.968940503343266,76.03105949665674,4.143573964205007,13.659053570321644
Richmond Hill,79883,19.13214663946021,7.264208969848691,14.662535833656724,25.04438060102636,74.95561939897364,2.3493368428584196,13.021737142023776
Ridgewood,119566,21.6031437030594,7.610764289301758,16.57087198701972,24.064567445684652,75.93543255431535,4.969722409981868,11.50774527183867
Rikers Island,4,55.535000000000004,3.883476113563408,45.9875,18.715253414873395,81.2847465851266,5.567953581789779,23.812696819206458
Riverdale/North Riverdale/Fieldston,37569,27.383757353136893,6.053013229009531,20.158311373738986,26.016722173944164,73.98327782605584,5.9190699442075685,18.809959052787256
Rockaway Park,11447,28.66646894382808,7.231807209928277,21.28329868087709,28.13352411060742,71.86647588939258,6.213556408814884,17.23120194360305
Roosevelt Island,9478,32.167951044524166,6.446682058927487,24.311434901878034,23.321954195398856,76.67804580460115,5.313237202091278,13.891876876700197
Rosedale,34216,19.573973287350945,6.645825876049126,15.029170563479074,25.212907776823876,74.78709222317612,1.906645966217569,15.751458317224209
